PairID,Algorithm,PlanningTime_ms,ExecutionTime_ms,Smoothness,PathLength
266,RRT,121,22855,0.00411361,6.75349
266,RRT*,5055,27169,0.00266997,4.40703
267,RRT,41,14784,0.0138274,1.43303
267,RRT*,5026,15451,0.0247048,0.507111
268,RRT,93,19591,0.00443396,6.63098
268,RRT*,5048,29573,0.00240989,4.61717
269,RRT,60,22896,0.00875648,4.20293
269,RRT*,5054,28476,0.00380865,4.61334
270,RRT,84,19560,0.0032814,4.80554
270,RRT*,5043,22370,0.00893521,4.62127
271,RRT,62,21124,0.00562646,5.84054
271,RRT*,5055,7335,0.00288004,5.87119
272,RRT,84,22336,0.00626297,5.94492
272,RRT*,5067,28666,0.00472526,4.376
273,RRT,99,23902,0.00395219,8.07072
273,RRT*,5053,17947,0.0117225,3.62612
274,RRT,99,32896,0.00262189,5.31185
274,RRT*,5045,18858,0.00700662,2.60957
275,RRT,102,25615,0.00521849,3.64574
275,RRT*,5035,11207,0.0130827,0.926501
276,RRT,97,20875,0.00258726,7.35562
276,RRT*,5038,28364,0.00539905,3.93691
277,RRT,105,26911,0.00921199,4.80077
277,RRT*,5061,23253,0.00473035,5.28739
278,RRT,60,15425,0.00975582,5.17531
278,RRT*,5038,16143,0.0226665,1.56098
279,RRT,80,20569,0.00270841,4.46381
279,RRT*,5046,20462,0.0026536,3.8783
280,RRT,99,20319,0.00638472,8.11811
280,RRT*,5046,21115,0.00791629,4.09373
281,RRT,94,13596,0.00292398,7.8857
281,RRT*,5050,18307,0.00500948,3.47163
282,RRT,74,21237,0.00492725,4.80449
282,RRT*,5061,26869,0.00576574,4.67226
283,RRT,69,18845,0.0084661,5.76555
283,RRT*,5055,26679,0.00298419,4.36914
284,RRT,68,21280,0.00437096,4.91796
284,RRT*,5055,22975,0.0069732,4.47466
285,RRT,117,25070,0.00267264,7.20631
285,RRT*,4916,23556,0.00339306,3.84437
286,RRT,52,12712,0.009007,2.20909
286,RRT*,5037,17848,0.00794216,2.58245
287,RRT,86,8692,0.00744303,5.35002
287,RRT*,5050,24778,0.0037664,5.21308
288,RRT,49,17643,0.00949926,2.27419
288,RRT*,5032,17953,0.0119218,2.38227
289,RRT,67,22412,0.00356811,6.884
289,RRT*,5049,26919,0.00634435,4.59167
290,RRT,93,22029,0.00320248,7.95908
290,RRT*,5060,24855,0.0055417,4.22726
291,RRT,86,22986,0.0036567,5.52101
291,RRT*,5051,22318,0.00334044,3.64936
292,RRT,75,19757,0.0067207,5.15737
292,RRT*,5052,23865,0.00499711,4.34721
293,RRT,61,17446,0.00848393,4.75959
293,RRT*,5035,22065,0.00660278,3.94657
294,RRT,70,19690,0.00395792,6.19947
294,RRT*,5034,19271,0.00921092,3.68279
295,RRT,63,18751,0.00697427,5.07542
295,RRT*,5048,15739,0.00731442,3.09987
296,RRT,87,25447,0.00417267,4.96912
296,RRT*,5030,22853,0.0256091,1.09508
297,RRT,73,24592,0.00755212,4.37113
297,RRT*,5051,27667,0.00322401,4.42452
298,RRT,68,27054,0.0044733,4.53763
298,RRT*,5047,23322,0.00465631,4.45292
299,RRT,83,17916,0.00503751,7.36182
299,RRT*,5056,22914,0.00576664,4.22846
